price,area,area_unit,city,location,property_type,bedrooms,bathrooms,built_in_year,parking_spaces,servant_quarters,store_rooms,kitchens,drawing_rooms,listing_url
18 Crore,14.2,Marla,Islamabad,"I-8, Islamabad8714.2 Marla",House,Bathrooms: 6,Servant Quarters: 1,2005,2,1,1,2,,https://www.zameen.com/Property/islamabad_i-8_prime_corner_location_extra_land_spacious_elegant_living_i-8-54346303-174-1.html
20 Crore,1,Kanal,Islamabad,,House,5,Servant Quarters: 2,2023,5,2,1,2,,https://www.zameen.com/Property/f_11_f-11_4_f11_4_triple_storey_511_5_bedrooms_house_almost_brand_new-54344977-3285-1.html
9 Crore,1,Kanal,Islamabad,"DHA-5 Islamabad
 Ground Floor:
 2 B...more",House,Bathrooms: 7,Servant Quarters: 2,2025,3,2,2,1,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_ultra_luxurious_designer_single_unit_house_for_sale-53041856-10991-1.html
14.5 Crore,1,Kanal,Islamabad,,House,Bathrooms: 5,Servant Quarters: 2,2026,4,2,1,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_house_for_sale_in_dha_phase_2_islamabad-54323212-339-1.html
14 Crore,1,Kanal,Islamabad,"DHA PHASE 2 Islamabad
*House Detail...more",House,Bathrooms: 6,Servant Quarters: 1,2026,3,1,1,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_fully_furnished_1_kanal_brand_new_designer_house_ready_for_sale_in_dha_defense_phase_2_islamabad-54333516-339-1.html
1.6 Crore,5,Marla,Islamabad,Bani Gala,House,Bathrooms: 4,Servant Quarters,,1,Drawing Room,1,2,,https://www.zameen.com/Property/islamabad_bani_gala_double_storey_5_marla_house_for_sale_urgent-54199059-340-1.html
17 Crore,3,Kanal,Islamabad,Bani Gala,House,Bathrooms: 6,,,,,,,,https://www.zameen.com/Property/islamabad_bani_gala_farm_house_for_sale_is_readily_available_in_prime_location_of_bani_gala-54363219-340-1.html
4.5 Crore,9.6,Marla,Islamabad,,House,Bathrooms: 3,Servant Quarters: 1,2023,1,1,1,1,,https://www.zameen.com/Property/g_11_3_the_arch_stunning_furnished_apartment_for_sale-50171237-12793-1.html
6.5 Crore,9.3,Marla,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/f_11_f-11_markaz_savoy_residence_flat_for_sale-53075689-3286-1.html
12.9 Crore,1,Kanal,Islamabad,,House,Bathrooms: 6,Servant Quarters: 2,2025,3,2,2,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_elegantly_designed_house_for_sale_in_dha-2-53494212-339-1.html
10.2 Crore,1,Kanal,Islamabad,,House,Bathrooms: 5,Servant Quarters: 2,2024,2,2,2,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_elegantly_designed_slightly_used_house_for_sale_in_dha-2-53494226-339-1.html
4.85 Crore,7.8,Marla,Islamabad,,House,2,Servant Quarters: 1,2006,2,1,1,1,,https://www.zameen.com/Property/gt_road_zeta-1_mall_2_bed_apartment_is_available-53813543-16699-1.html
2.5 Crore,5,Marla,Islamabad,,House,Bathrooms: 5,,2026,RoomsBedrooms: 4Bathrooms: 5,,,2,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_double_storey_house_for_sale_in_b-17_islamabad_f_block-54333580-8527-1.html
10.5 Crore,1,Kanal,Islamabad,,House,Bathrooms: 6,Servant Quarters,2026,Double Glazed Windows,Drawing Room,,2,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c_1_kanal_50x90_ultra_luxury_designer_corner_house_for_sale_block_c_b-17_islamabad-54333533-3118-1.html
3.9 Crore,4,Marla,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/g_14_g-14_4_4_marla_brandnew_modern_house_for_sale_in_g-14_4_islamabad-54366581-3346-1.html
8.1 Crore,1,Kanal,Islamabad,,House,Bathrooms: 8,Servant Quarters: 1,2022,3,1,1,3,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_owner_built_house_with_aa_quality_construction-54334373-10991-1.html
5.2 Crore,7.8,Marla,Islamabad,,House,3,Drawing Room,2025,Flooring,,,Lounge or Sitting Room,,https://www.zameen.com/Property/g_11_1_11_central_apartments_g-11_markaz_11_central_3bed_apartment_available_for_sale-54353281-22037-1.html
33.5 Crore,1.5,Kanal,Islamabad,"F-10, Islamabad451.5 Kanal",House,Bathrooms: 5,Servant Quarters: 2,1992,4,2,1,1,,https://www.zameen.com/Property/islamabad_f-10_f-10_3_733_square_yards_house_huge_extra_land-54344917-162-1.html
7.5 Crore,14,Marla,Islamabad,,House,,,2026,4,,,,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c_14_marla_house_situated_in_mpchs_-_block_c_for_sale-54333448-3118-1.html
17 Crore,1,Kanal,Islamabad,,House,,,1700,,,,,,https://www.zameen.com/Property/g_13_g-13_4_house_of_1_kanal_is_available_in_contemporary_neighborhood_of_g-13-54257616-3340-1.html
6.25 Crore,6,Marla,Islamabad,G-9,House,5,4,,,,,2,,https://www.zameen.com/Property/islamabad_g-9_corner_house_for_sale_g-9_4-54305381-171-1.html
2.95 Crore,4.4,Marla,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/i_10_i-10_1_house_for_sale-54346191-3420-1.html
1.7 Crore,10,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2025,Double Glazed Windows,1,Steam Room,1,,https://www.zameen.com/Property/ministry_of_commerce_society_ministry_of_commerce_society_-_block_b_10_marla_house_for_sale_margalla_garden-54293458-14988-1.html
95 Lakh,2.9,Marla,Islamabad,,House,Bathrooms: 2,Drawing Room,,1,,,1,,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_residential_flats_covered_aria_660_685_sq_feet_375_and_1st_2nd_floors_offices_shops-52899438-9233-1.html
6.9 Crore,1,Kanal,Islamabad,,House,Bathrooms: 6,Servant Quarters: 2,2025,3,2,1,1,,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_get_your_one_kanal_house_on_installments_in_prime_location_of_dha_islamabad-53347232-16227-1.html
1.55 Crore,5,Marla,Islamabad,Bani Gala,House,Bathrooms: 4,Servant Quarters: 1,2025,1,1,1,2,,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_double_storey_house_for_sale_in_bani_gala_ideal_location_near_to_allied_bank-54162885-340-1.html
19.5 Crore,2,Kanal,Islamabad,,House,Bathrooms: 7,Servant Quarters: 2,2025,6,2,1,2,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_ultra-luxury_2_kanal_fully_furnished_mansion_for_sale_in_dha_islamabad-54250645-10991-1.html
12 Crore,11.6,Marla,Islamabad,,House,Bathrooms: 4,Drawing Room,2024,Lobby in Building,,,1,,https://www.zameen.com/Property/f_10_sukh_chayn_residence_4-bedroom_fully_furnished_corner_apartment_for_sale_sukhchayn_residence_islamabad-54273454-13589-1.html
1.35 Crore,4,Marla,Islamabad,,House,2,Dining Room,,,,,1,,https://www.zameen.com/Property/e_11_e-11_2_2_bed_apartment_for_sale-54350220-3233-1.html
3.35 Crore,6.7,Marla,Islamabad,"F-11, Islamabad226.7 Marla",House,2,,,,,,,,https://www.zameen.com/Property/islamabad_f-11_executive_heights_f-11-54072408-163-1.html
2.4 Crore,6,Marla,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_house_for_sale-54297407-1421-1.html
4.25 Crore,8.9,Marla,Islamabad,,House,Bathrooms: 2,Servant Quarters: 1,,1,1,1,1,,https://www.zameen.com/Property/f_11_1_18_west_residencia_lavish_2-bed_apartment_for_sale_in_18_west_residencia_f-11_islamabad-48739160-15522-1.html
2.9 Crore,7.8,Marla,Islamabad,"PKR2.9 CroreF-11, Islamabad227.8 MarlaAl Safa Height - 2 Flat2 Bedroom Apartment For Sale Al Saf...moreAdded: 1 day ago",House,2,Drawing Room,2024,Double Glazed Windows,,1,2,,https://www.zameen.com/Property/islamabad_f-11_al_safa_height_-_2_flat-53077350-163-1.html
3.7 Crore,7.3,Marla,Islamabad,,House,2,Servant Quarters,2022,1,Drawing Room,1,1,,https://www.zameen.com/Property/g_11_g-11_3_g-11_3_warda_hamna_4_luxury_2_bedroom_apartment_available_for_sale-52649962-3332-1.html
5.5 Crore,10.1,Marla,Islamabad,,House,Bathrooms: 6,Kitchens: 2,2026,Double Glazed Windows,1,,2,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_prime_location_10_marla_short_corner_35x65_house_for_sale_in_c1_block_mpchs-54296257-12607-1.html
6.4 Crore,5.6,Marla,Islamabad,,House,Bathrooms: 5,Servant Quarters: 1,2026,1,1,1,1,,https://www.zameen.com/Property/d_12_d-12_4_brand_new_5_marla_house_for_sale_in_cda_sector_d12_4_islamabad-54181058-3157-1.html
38 Crore,1.3,Kanal,Islamabad,,House,Bathrooms: 3,Servant Quarters: 1,2026,2,1,1,1,,https://www.zameen.com/Property/f_7_f-7_1_f-7_beautiful_corner_bungalows_available_for_sale-53705142-3307-1.html
8.5 Crore,10,Marla,Islamabad,G-13,House,Bathrooms: 8,Servant Quarters: 1,2024,3,1,1,2,2,https://www.zameen.com/Property/islamabad_g-13_10_marla_brand_new_house_for_sale_at_very_reasonable_price_in_g-13_islamabad-52170550-330-1.html
8.15 Crore,10,Marla,Islamabad,,House,Bathrooms: 7,Servant Quarters: 1,2026,3,1,2,2,2,https://www.zameen.com/Property/g_14_g-14_4_10_marla_brand_new_double_unit_house_for_sale_in_g-14_islamabad-54347004-3346-1.html
6.65 Crore,7,Marla,Islamabad,G-13,House,Bathrooms: 6,Servant Quarters: 1,2025,3,1,2,2,,https://www.zameen.com/Property/islamabad_g-13_g-13_islamabad_sun_face_30x60_brand_new_double_storey_house_for_sale-51993397-330-1.html
15 Crore,1,Kanal,Islamabad,,House,Bathrooms: 7,Servant Quarters: 1,2025,4,1,2,2,,https://www.zameen.com/Property/g_13_g-13_2_1_kanal_brand_new_luxury_house_for_sale_in_g-13_islamabad-52836815-3338-1.html
5.5 Crore,10,Marla,Islamabad,,House,Bathrooms: 8,Servant Quarters: 1,2026,3,1,1,2,,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_10_marla_brand_new_double_story_house_for_sale_in_jinnah_garden_islamabad-54175126-1421-1.html
1.6 Crore,5,Marla,Islamabad,Bani Gala,House,Bathrooms: 4,Drawing Room,2026,1,,,2,,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_semi_double_storey_house-54333285-340-1.html
18 Crore,1,Kanal,Islamabad,,House,Bathrooms: 7,Servant Quarters: 2,2025,3,2,,2,,https://www.zameen.com/Property/g_13_g-13_2_g_13_50x90_1_kanal_brand_new_house_proper_corner_extra_land_well_maintained_lawn_extra_exactly_500_sqy-53638565-3338-1.html
6.75 Crore,7,Marla,Islamabad,G-13,House,,,,,,,2,2,https://www.zameen.com/Property/islamabad_g-13_g-13_30x60_brand_new_double_storey_house_available_for_sale-54320364-330-1.html
13.7 Crore,1,Kanal,Islamabad,,House,,,,,,,,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_premium_living_in_dha_2_1_kanal_designer_home_for_sale_in_dha_defence_phase_ii-53981927-339-1.html
2.65 Crore,4,Marla,Islamabad,I-11,House,Bathrooms: 5,5,,1,1,,5,,https://www.zameen.com/Property/islamabad_i-11_solid_construction_4_marla_house_for_sale-53795859-706-1.html
65 Lakh,3.5,Marla,Islamabad,,House,2,Servant Quarters: 2,2019,Double Glazed Windows,2,2,2,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_2_bed_flat_1st_floor_at_b_block_mini_markaz_b17_for_sale-49230204-3117-1.html
12.2 Crore,11.7,Marla,Islamabad,"F-10, Islamabad4411.7 Marla",House,Bathrooms: 5,Servant Quarters: 1,,,1,Steam Room,Study Room,,https://www.zameen.com/Property/islamabad_f-10_sukh_chayn_residence-54273636-162-1.html
4.1 Crore,7,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters: 2,2026,2,2,1,1,,https://www.zameen.com/Property/i_14_i-14_4_brand_new_stylish_design_house-54293506-8343-1.html
2.65 Crore,5,Marla,Islamabad,I-14,House,4,Servant Quarters: 1,2025,1,1,,2,,https://www.zameen.com/Property/islamabad_i-14_5_marla_luxury_solid_construction_house_available_at_very_prime_location_of_i_14_islamabad-52939245-1045-1.html
5.95 Crore,7,Marla,Islamabad,,House,Bathrooms: 7,Servant Quarters: 2,2026,2,2,,5,4,https://www.zameen.com/Property/g_14_g-14_3_g-14_7_marla_brand_new_luxurious_house_for_sale-54327862-3345-1.html
4 Crore,8,Marla,Islamabad,Shehzad Town,House,,,,,,,,,https://www.zameen.com/Property/islamabad_shehzad_town_8_marla_house_for_sale_in_shehzad_town_shehzad_town-52819615-1007-1.html
2.95 Crore,5,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2026,1,1,1,2,,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_designer_house_for_sale-54017852-11972-1.html
4.35 Crore,7.8,Marla,Islamabad,"F-11, Islamabad227.8 Marla",House,Bathrooms: 2,Servant Quarters: 2,,Lobby in Building,2,1,1,,https://www.zameen.com/Property/islamabad_f-11_on_excellent_location_flat_spread_over_1750_square_feet_in_f-11_available-52483492-163-1.html
4.25 Crore,12.2,Marla,Islamabad,"F-11, Islamabad3312.2 Marla",House,3,Servant Quarters: 1,,1,1,1,1,,https://www.zameen.com/Property/islamabad_f-11_stunning_3_bed_apartment_for_sale_in_park_avenue_f-11_islamabad-50042441-163-1.html
65 Lakh,2.4,Marla,Islamabad,,House,Bathrooms: 1,Servant Quarters: 1,2026,2,1,1,Study Room,,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_i_beautiful_apartment_for_sale-54296812-11982-1.html
4.75 Crore,9.6,Marla,Islamabad,"F-11, Islamabad339.6 Marla",House,Bathrooms: 3,Servant Quarters: 1,2008,1,1,1,1,,https://www.zameen.com/Property/islamabad_f-11_margalla_facing_apartment_for_sale-53434671-163-1.html
4.5 Crore,14,Marla,Islamabad,,House,Bathrooms: 3,Servant Quarters: 1,2023,1,1,Steam Room,1,,https://www.zameen.com/Property/f_11_markaz_al-safa_heights_fully_renovated_un-furnish_apartment_for_sale_in_al-safa_heights_f-11_islamabad-48637455-12044-1.html
3.6 Crore,7,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2026,2,1,1,2,,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_7_marla_barind_new_double_story_house_for_sale_in_jinnah_garden_islamabad-54339600-1421-1.html
3.8 Crore,7,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2026,2,1,1,2,,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_7_marla_barind_new_double_story_house_for_sale_in_jinnah_garden_islamabad-54339656-1421-1.html
10.25 Crore,14,Marla,Islamabad,G-13,House,Bathrooms: 7,Servant Quarters: 1,2025,4,1,1,2,2,https://www.zameen.com/Property/islamabad_g-13_40x80_double_storey_brand_new_house_for_sale_in_g-14_islamabad-52206116-330-1.html
1.85 Crore,5.7,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2022,5,1,1,2,,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_c_gulberg_greens_islamabad-51197951-8315-1.html
10 Crore,1,Kanal,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2024,5,1,4,2,,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_e_e_block_residencies_house-51197582-9115-1.html
3.35 Crore,7,Marla,Islamabad,,House,Bathrooms: 4,Servant Quarters: 1,2024,2,1,1,2,,https://www.zameen.com/Property/fechs_jinnah_gardens_safe_end_secure_house_for_sale-51197414-1420-1.html
22 Crore,5,Kanal,Islamabad,,House,Bathrooms: 13,Servant Quarters: 2,2023,5,2,6,4,,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_executive_block_farm_house_available_for_sale-51324000-10386-1.html
1.85 Crore,7.8,Marla,Islamabad,"Gulberg Greens Islamabad
 Diamond M...more",House,Bathrooms: 6,Servant Quarters: 2,2022,5,2,1,2,,https://www.zameen.com/Property/gulberg_greens_diamond_mall_residency_safe_end_secure_24_7_security-51199391-10982-1.html
12.5 Crore,14,Marla,Islamabad,,House,Bathrooms: 8,Servant Quarters: 1,,,1,1,3,,https://www.zameen.com/Property/g_10_g-10_4_house_for_sale_14_marla-54331530-3327-1.html
3.6 Crore,8,Marla,Islamabad,,House,Bathrooms: 6,Servant Quarters: 1,2026,2,1,2,2,,https://www.zameen.com/Property/fechs_jinnah_gardens_brand_new_cda_approved_house_for_sale_lop_cleared_best_investment-54026617-1420-1.html
1.1 Crore,3.9,Marla,Islamabad,"H-13, Islamabad443.9 Marla",House,Bathrooms: 3,Servant Quarters: 1,2020,1,1,1,2,,https://www.zameen.com/Property/islamabad_h-13_house_for_urgent_sale-54257505-1039-1.html
